	MM909_01_1	MM909_02_1	MM909_03_1	MM909_06_1	MM909_11_1	MM909_14_1	MM909_15_2	MM909_16_1	MM909_17_1	MM909_22_2	MM909_25_1	MM909_26_1	MM909_27_1	MM909_29_1	MM909_31_1	MM909_34_2	MM909_35_2	MM909_36_1	MM909_37_1	MM909_40_1	MM909_42_1	MM909_43_1	MM909_45_1	MM909_46_1	MM909_47_1
SLC22A18	2.14775	1.83635	1.69463	2.26148	1.74731	3.30082	4.98584	4.35601	3.39553	2.16584	3.88067	3.61334	2.44679	1.27057	2.56954	3.27752	2.19889	1.6809	2.46086	3.18673	1.47003	1.93786	1.25712	2.52928	2.13329
SLC22A18AS	0.42401	0.10168	0.56423	0.40959	0.2385	0.73884	2.52132	1.8091	2.68052	0.51236	0.85144	1.09493	0.4835	0.23439	0.33233	0.26904	0.5499	0.42983	0.14303	0.77018	0.18784	0.3278	0.26621	1.09298	0.55182
SLC22A2	0	0.03997	0.06074	0.04202	0	0	0	0	0	0.00993	0.12308	0	0.17671	0.11196	0	0	0.07813	0	0.05148	0	0	0	0.01285	0	0.02416
SLC22A23	1.19041	0.62117	1.78182	0.94893	0.90673	1.4215	2.69403	1.7534	1.95085	1.90278	1.78254	1.27407	0.8831	1.45616	3.09623	0.25242	0.97834	0.76441	0.80172	1.72859	1.02335	1.4653	2.57288	2.77873	0.7126
SLC22A24	0	0.03827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A25	0	0.06411	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03916	0	0	0	0.03841	0	0	0.00726	0	0
SLC22A3	1.01853	1.4807	0.37942	0.57497	0.1538	0.12349	0.21942	0.04533	0.1678	1.28171	1.91793	0.15172	0.06902	4.476	0.19459	0.07969	0.53485	0.40845	0.5221	0.39862	0.11795	0.32794	3.34801	0.97115	0.06973
SLC22A31	0.2569	0	0	0.03086	0	0	0.15875	0	0.03022	0.08825	0	0.12271	0.20259	0.00676	0	0	0	0.00863	0.02352	0	0	0	0.19831	0.00872	0.06027
SLC22A4	0.81565	0.28499	1.22671	0.84971	2.78069	0.26267	0.35601	0.6112	0.48224	1.1755	0.51959	1.00345	0.42924	0.28921	0.73133	1.11486	0.34012	0.4116	0.72871	0.58232	0.78865	2.2593	0.67324	0.30845	0.40271
SLC22A5	1.97032	1.76001	2.20512	1.05555	1.20525	1.25059	1.90106	2.00057	2.07838	0.82603	1.15501	1.37157	1.52539	0.66998	1.15461	1.08204	1.47249	1.11665	0.95602	1.33211	1.93716	1.604	0.80282	0.70782	1.00456
SLC22A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00675	0
SLC22A7	0	0	0	0	0	0	0	0	0	0	0	0.03555	0	0	0.00191	0	0	0	0	0	0.03006	0	0	0	0
SLC22A8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A9	0	0	0.08069	0	0.10446	0	0.08515	0.07198	0.03056	0.06572	0.0254	0.06214	0	0.05033	0.00441	0	0	0	0.04833	0.02806	0.02621	0.06623	0.02526	0	0.03018
SLC23A1	0.4765	0.0426	0.16214	0.04487	0	0.21728	0	0.0559	0.02248	0	0.01875	0.18935	0.03068	0.13681	0	0.04304	0.06271	0.00524	0.03587	0.04196	0.06045	0.02513	0.1802	0.0221	0.04514
SLC23A2	2.31247	2.92694	3.20631	2.83787	2.74396	3.85379	3.37166	5.33332	2.16129	3.4458	4.03755	3.43983	4.9728	2.30143	3.42815	1.88913	4.24385	2.51289	3.0228	4.01386	4.1295	3.87166	2.63861	3.78904	3.55973
SLC23A3	0.18127	0.14357	0.03954	0	0.38636	0.31436	0.94829	0.24938	0.30953	0.20979	0.31424	0.11135	0.0795	0.20128	0.15138	0.20271	0.04801	0.13538	0.06062	0.21525	0.10686	0.02887	0.08225	0.24901	0.51601
SLC24A1	1.21309	2.63891	2.27761	0.93064	1.32048	1.34914	1.24371	2.66139	1.189	1.91793	2.03108	2.55556	2.49565	1.80936	1.94758	0.50339	3.65202	1.63097	1.74422	1.72962	2.15209	1.78736	1.72962	2.25595	1.82298
SLC24A2	0	0	0.04394	0.21705	0	0.07016	0.02475	0.03833	0.54076	0.35552	0.01936	0.01265	0.03142	0.00124	0.00023	0.02787	0.02681	0	0.04931	0.00957	0.07407	0.07764	0	0.0028	0.0116
SLC24A3	0.23465	0.12425	0.04925	0.20757	0.09406	0.26167	0.04295	0	0.59757	1.90759	0.16214	0.65196	0	0.38477	4.08017	0.03857	0.46242	0.44833	0.40845	0.37712	0.12211	0.10241	1.89592	0.10099	0.13564
SLC24A4	0.14653	0.13017	0.0471	0.0286	0.16609	2.53411	0.38875	0.08697	1.77613	0.17682	0.12441	0.83387	0.04543	0.38045	0.35005	0.36909	1.66337	0.17554	0.56153	0.1452	0.59029	0.04238	0.2653	0.91366	0.04982
SLC24A5	3.95056	7.25924	7.99608	4.04473	4.72113	7.19534	7.24399	7.03381	6.00862	0.5477	4.7313	7.60287	7.19754	4.09244	5.84857	6.333	8.10941	0.4687	6.48354	6.50822	7.14537	6.3549	1.13948	6.68792	7.63807
SLC25A1	4.04473	4.10941	5.05846	4.43877	4.20042	4.74827	3.17373	4.29357	4.23806	4.31377	4.33422	5.2266	4.60721	3.59671	5.2452	4.76066	3.48869	3.86199	5.08878	3.90595	4.64184	5.73389	4.70082	4.48321	5.25747
SLC25A10	1.73707	0.66679	1.34648	1.86598	1.37906	1.61976	1.92717	1.74651	1.82612	1.30337	3.03783	1.97708	2.46245	0.65354	2.03142	2.78722	1.90681	1.01289	1.49914	0.97644	0.96932	1.67694	1.59452	1.85415	1.03707
SLC25A11	4.77662	4.03026	4.40902	5.43755	4.9961	5.92273	4.99299	5.3074	4.92814	4.69021	5.67648	4.43538	4.36263	4.19887	4.70082	5.57817	5.23334	5.1799	4.7738	4.79406	5.51014	4.72633	4.35601	5.56462	4.91582
SLC25A12	2.94192	3.51799	2.57288	2.98774	3.03476	2.13062	3.30276	3.35781	3.18481	2.65496	2.83787	2.67106	2.63476	3.18051	2.20755	3.03725	2.65662	2.89478	2.46931	3.38226	3.43397	2.36245	2.84235	2.77264	2.97028
SLC25A13	2.91213	5.09972	4.47333	4.22167	4.14709	4.72509	3.76277	3.7638	2.77003	2.9837	4.7947	4.62105	5.77889	2.39117	5.17748	4.19928	4.88692	3.34974	4.7561	4.89485	4.51892	5.67143	2.28899	5.54293	4.51518
SLC25A14	3.08963	2.86971	2.65234	3.17507	3.88302	3.3606	3.66304	3.91159	3.85508	2.27608	3.23231	2.67667	2.34987	2.39991	2.58564	3.48249	3.04909	3.14441	2.6148	3.01376	2.52065	3.2544	2.00329	2.49452	3.31822
SLC25A15	1.71143	1.80256	3.36343	2.41745	2.40021	1.76371	3.12276	3.10366	2.77933	1.55065	2.74561	2.74219	3.82233	1.7689	1.82298	1.79446	2.2004	1.78672	2.87631	2.58322	3.92805	2.20887	1.05996	1.88989	3.266
SLC25A16	2.65662	2.03359	4.70213	3.27894	2.31365	3.71774	3.47683	3.60152	3.37904	2.32422	1.77895	3.95597	2.09784	2.38422	2.92147	4.09716	1.84599	1.85215	2.1249	1.4144	1.99227	2.37032	2.01661	3.04937	4.34295
SLC25A17	2.98035	2.89021	4.05065	4.82866	4.28161	3.71217	4.50063	4.09985	4.60538	3.03985	3.03626	3.70777	3.82603	3.57515	4.15179	4.70026	3.5279	3.85799	3.327	3.12845	3.58991	4.4807	2.79475	4.40816	5.16985
SLC25A18	0.14394	0.39304	0.38636	0.26919	0.45511	0.24452	0.43636	0.65575	0.52878	0.14821	0.44159	0.28798	0.48875	0.20056	0.40942	0.54967	0.311	0.02482	0.15348	0.12659	0.53709	0.27914	0.20519	0.18996	0.90731
SLC25A19	3.67454	2.23557	2.66027	3.3913	3.60019	3.5117	3.71569	2.32908	3.44022	3.97069	3.93429	3.32346	3.01963	3.02089	3.18968	4.34426	2.25159	3.69361	3.35859	2.26785	2.66366	2.80009	3.50825	3.63594	2.92596
SLC25A2	0	0	0	0	0	0	0	0	0	0	0	0.08246	0	0.06704	0.00761	0	0.14378	0.0162	0	0	0	0	0.03652	0	0
SLC25A20	3.79526	3.19002	3.35176	3.99602	4.10941	3.44689	3.56207	3.82603	3.88595	4.02001	3.31419	3.37059	3.15996	4.4569	3.32419	4.29036	3.03372	4.28808	3.66156	4.00308	3.28028	3.5791	3.50055	2.8969	4.15179
SLC25A21	0.09011	1.91012	0.40428	0.117	0.28115	0.06935	0.67407	1.25974	1.60092	0.11926	0.0872	0.01461	0.11148	0.11622	0.79497	0.1191	0.68931	0.35518	0	0.54208	0.70614	1.50805	0.19289	0.03337	0.41567
SLC25A22	2.22762	1.31712	1.85293	1.77774	2.52794	3.61631	2.57975	1.931	1.84796	2.00764	2.73034	2.6047	2.27324	1.53112	2.13762	2.81344	1.55372	2.30169	2.06278	1.61485	1.86529	3.1967	2.03142	2.2736	2.91313
SLC25A23	4.29439	5.39836	5.17114	3.28084	2.6474	3.80904	3.74987	4.06879	3.64514	2.57259	4.20786	4.47938	4.95516	2.59754	5.67648	2.76741	4.77894	2.53643	4.81187	4.41154	4.5642	4.24701	3.57103	4.73399	4.09716
SLC25A24	3.62994	3.87099	4.41562	4.37252	3.7524	3.02765	4.16169	4.73009	4.96631	3.80756	3.68409	3.74834	4.51067	4.02357	4.56033	3.6524	3.86126	3.58547	3.80792	3.42027	3.72159	3.59244	2.89636	3.96148	4.10333
SLC25A25	2.64678	1.7957	3.7732	2.93122	2.93314	3.30452	2.45362	2.4664	1.54724	2.9047	2.22193	2.98172	3.40348	2.61972	3.49827	4.16238	3.59671	2.63052	3.32112	2.99066	2.74176	2.285	5.13463	2.2785	4.15872
SLC25A26	2.85892	3.2614	3.50217	3.24072	3.50082	2.97837	3.74082	3.60577	3.81769	3.02428	3.02428	3.24711	2.96507	3.22594	3.00519	3.59783	3.39978	3.67151	2.9102	3.81946	2.64712	3.40875	2.68012	3.03078	4.20009
SLC25A27	1.80195	0.83908	2.07838	1.82133	0.58589	2.32363	2.23655	0.99997	1.22894	0.55418	1.27202	0.41119	1.52292	0.53732	0.5589	1.18601	1.23634	0.99095	0.48875	1.95266	0.83387	1.0487	0.27305	0.56079	1.07899
SLC25A28	5.12424	3.45767	3.8384	3.80223	3.62775	4.85088	4.32783	2.94897	3.29962	4.71392	4.07942	4.1213	2.71234	4.72766	3.85687	4.21981	3.13422	4.29274	4.19668	3.79133	3.79064	3.29888	4.79074	3.32632	3.55588
SLC25A29	2.71046	0.98964	2.43339	2.57188	2.59275	4.66538	3.13996	2.4065	2.176	2.36317	3.37126	2.20094	1.84261	1.85341	2.77033	3.24107	1.91134	3.02696	2.63307	2.43706	2.83904	3.18844	2.37884	2.55024	2.58934
SLC25A3	6.98097	7.86636	8.26411	7.87575	8.10443	7.87037	8.22856	8.07418	7.46436	7.41774	7.55706	7.9393	7.74655	7.39906	6.862	7.78208	8.12748	7.36118	7.77695	8.3191	7.53009	8.01939	7.38278	7.92969	8.39589
SLC25A30	2.84034	4.99997	4.04434	2.92566	2.94418	1.72646	3.18481	3.89025	0.76763	2.38393	3.63657	3.27068	5.31458	3.37228	3.16762	2.90952	4.40625	2.30416	2.59405	3.86166	4.57081	1.6688	2.45678	2.49006	3.64801
SLC25A31	0	0	0	0	0	0	0.08641	0	0	0	0	0	0.0418	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A32	3.57382	4.25482	4.06749	3.64471	3.52106	3.40684	3.97729	3.62709	4.16693	3.24681	3.50825	3.71637	4.83244	3.99078	3.6912	3.11843	4.37623	2.1581	3.30082	3.01479	3.44222	3.87718	3.13713	4.53655	4.70176
SLC25A33	3.04488	3.0987	4.10164	3.7658	4.41839	3.32204	4.29232	4.22167	4.36745	2.50338	3.98986	3.77918	3.01146	2.99029	4.88062	5.04283	3.54404	3.15106	2.88102	2.98401	3.08428	3.58684	4.12854	3.68677	4.71437
SLC25A34	0.36409	0.12707	0.12765	0.26595	0.27559	1.50063	0.35375	0.35956	0.05375	0.42166	0.23506	0.15997	0.25495	0.12175	0.40217	0.1641	0.23727	0.27914	0.30519	0.19039	0.1082	0.14847	0.18428	0.13136	0.33656
SLC25A35	2.83931	1.189	1.72646	1.55643	2.04767	1.93542	2.15746	1.80195	2.44167	1.67953	2.55235	1.51666	1.38097	1.77091	2.07386	2.23454	3.00553	1.81568	1.95021	1.87897	1.71683	1.70134	2.2284	2.05224	1.4316
SLC25A36	3.93179	4.39405	4.54535	3.65069	4.39464	4.3411	4.49192	4.02943	4.2119	3.20277	3.29989	3.70297	4.42084	3.74205	3.6524	2.95342	4.33603	3.05679	2.92247	3.8675	3.70412	4.98023	2.49714	4.93049	4.73514
SLC25A37	2.29873	2.64152	2.68831	3.02161	2.62668	3.27781	3.53491	1.96021	3.40053	2.36036	3.09469	3.02339	3.42609	2.32073	2.41103	2.33545	3.1857	2.86719	2.26393	2.51361	2.93193	3.45238	2.5533	2.86099	3.46364
SLC25A38	4.4317	3.91185	3.81305	3.41711	4.10674	3.00399	1.17679	0.94699	0.87241	3.4986	3.92041	3.64106	3.25344	4.66151	2.3886	2.28365	4.32353	3.82675	3.87099	4.09019	3.70479	4.67916	4.24523	3.85427	4.86837
SLC25A39	5.69998	4.70374	5.43264	5.64593	5.07807	6.51106	6.12285	5.63157	5.50669	5.7436	6.41868	6.15631	4.58192	4.65471	5.26731	5.6651	4.25791	5.44304	5.99298	5.18799	5.157	5.2136	5.1429	6.46143	5.05141
SLC25A4	3.26561	4.14914	4.58811	4.23003	2.70207	3.73055	5.32761	4.97821	4.74539	0.92385	4.59666	2.91988	4.04434	2.09094	2.16027	4.2119	4.97954	2.07745	3.4962	3.27316	4.64841	4.10577	1.56057	5.49846	4.77782
SLC25A40	2.64855	3.87014	3.27316	3.70006	4.20297	2.25718	3.07046	2.75763	3.4001	2.57912	3.73055	3.06498	4.67069	3.03572	2.38612	2.20512	3.92155	1.86896	3.0286	3.37838	3.56815	3.25719	1.84832	3.72518	3.25315
SLC25A41	0.15828	0.03444	0.2378	0.06982	0	0.15886	1.04087	0.20936	0.22151	0.04747	0.02961	0.30382	0.10001	0.05934	0.17437	0	0.03374	0.1868	0.05854	0.03131	0.0593	0	0.11862	0.0593	0.18342
SLC25A42	3.15768	1.28857	1.63293	0.91581	1.36062	1.60369	1.03439	1.85774	0.93001	1.35924	1.19477	2.26328	1.97267	2.14538	1.32703	1.59227	1.70698	1.28612	1.74583	1.92408	1.83737	1.70542	2.53483	1.67615	1.06449
SLC25A43	3.43883	3.85831	4.47761	2.98647	3.77677	2.8161	3.50217	4.1609	3.54611	3.27173	2.85259	2.99411	3.97099	3.04593	4.2894	3.19478	3.71984	2.43913	3.23314	3.23544	3.65952	3.88027	2.53381	2.38213	3.65681
SLC25A44	3.3153	3.398	3.9035	3.10366	3.43914	3.99602	2.59925	3.64669	2.32558	3.36905	3.13638	3.92927	3.82464	3.1361	3.58054	3.25818	3.29035	2.99281	3.74014	3.59783	4.49962	5.01472	3.98679	3.19804	3.39436
SLC25A45	2.23861	1.27885	1.7461	1.02479	1.0398	1.88186	0.97736	1.36677	0.49865	1.50918	1.41244	1.30236	0.93822	1.74422	1.46	0.73521	1.36554	1.55576	1.38141	1.27436	1.28016	0.8859	2.16212	0.85718	1.87973
SLC25A46	4.9871	4.92621	4.65274	4.77209	4.44283	3.8026	4.68541	4.89146	4.65825	4.04968	4.01532	4.32412	3.82643	4.40569	3.78329	3.82675	4.74411	3.38846	3.60538	3.77986	4.39464	4.6195	3.33577	3.94304	4.46438
SLC25A47	0	0	0	0	0	0	0.05045	0	0	0	0	0.13332	0	0	0	0.09109	0	0	0	0	0.05478	0	0.0064	0	0
SLC25A48	0	0	0	0.09017	0.15023	0.33687	0	0	0	0.23541	0.03843	0	0	0.0066	0.01307	0.13673	0.17863	0	0	0.02743	0	0	0	0	0
SLC25A5	7.56117	7.75916	7.98169	8.03085	8.84822	8.09836	8.15021	8.29658	8.12748	7.13409	7.74208	7.4929	8.25771	7.71177	7.84772	9.02831	8.7527	7.33775	8.26411	8.74414	9.15372	9.10363	7.12342	7.89602	9.03978
SLC25A51	2.23365	1.5468	2.6426	1.73746	2.23613	2.26081	2.47317	2.17745	3.26759	2.11774	1.65257	1.60133	2.77128	1.77178	2.26871	2.29468	1.90941	2.04528	2.05518	1.67029	1.91793	2.33895	2.1006	1.85774	2.62396
SLC25A52	0	0.04546	0.12138	0.09083	0.37302	0	0.3548	0.19203	0.10846	0.14972	0.03883	0.04984	0.20173	0.11418	0.23968	0.45322	0.08913	0.02204	0.11728	0	0	0.10642	0.01737	0.1557	0.09856
SLC25A53	0.39896	0.27503	0.13996	0.1161	0.3035	0.44658	0.39101	0.69465	0.15616	0.16843	0.08815	0.15397	0.25574	0.6938	0.23864	0.26875	0.27756	0.24403	0.25659	0.11686	0.17935	0.22648	0.33504	0.12644	0.1007
SLC25A6	7.97175	7.81691	7.95585	7.53472	7.29929	8.25183	8.54897	8.32581	7.40947	7.78933	8.15021	7.77695	5.98864	6.9332	7.8566	7.5053	7.82137	7.35178	7.82137	7.90908	7.84338	8.26411	7.45781	6.65555	6.85375
SLC26A1	0.21803	0.09977	0.12284	0.11953	0.37613	0.55057	0.23968	0.32146	0.27699	0.22876	0.33723	0.11933	0.51601	0.01863	0.08597	0.3203	0.09751	0.17785	0.23094	0.16676	0.38772	0.37993	0.22096	0.19772	0.28365
SLC26A10	1.15727	0.31906	0.30536	0.34991	1.94801	0.35121	1.01998	0.51545	0.29968	0.80003	0.24229	0.02468	0.57649	0.28798	0.75686	0.83509	0.48694	0.78494	0.28798	0.31967	0.20106	0.45532	0.63744	0.20195	0.09701
SLC26A11	2.3082	1.73068	2.26785	2.41419	1.84418	3.13755	1.87678	2.77195	2.47526	2.85096	2.35384	2.05548	2.89275	1.69315	2.4533	3.03626	1.13451	2.88787	2.23233	1.76228	1.73646	2.31441	2.04571	2.84835	1.71849
SLC26A2	3.06391	4.02085	4.67865	2.29432	3.89025	2.18608	3.65485	2.83718	1.804	2.65059	2.38919	3.92501	2.91058	2.81193	1.91827	2.66935	4.56253	1.22301	2.22948	4.32412	3.3637	6.70017	1.55822	3.74233	2.83362
SLC26A3	0	0.09521	0	0.02007	0	0	0.03481	0	0	0	0	0	0	0	0.11501	0.0519	0	0.00391	0	0.03753	0	0.02267	0	0	0
SLC26A4	0.52282	5.52451	0.39191	2.53129	0.19779	0.57443	2.27724	3.71668	2.9273	0.14618	0.28596	1.22744	1.35513	0.75987	3.05272	0.68163	1.14277	2.05718	0.40409	0.57358	1.53948	2.94084	0.14113	0.79823	0.45999
SLC26A5	0	0.02296	0	0	0	0	0.03943	0	0	0.01655	0	0	0.11039	0.01406	0.00913	0	0	0	0	0	0	0	0.00344	0.01727	0
SLC26A6	2.48975	1.30814	2.89386	2.58905	2.33567	3.87955	2.86904	3.11297	3.41846	2.20723	2.79674	2.2955	2.49651	1.33497	1.81372	3.85831	2.241	2.15672	2.37684	2.14508	1.5461	3.59549	1.48835	3.70006	3.64184
SLC26A7	0.16384	0.71405	0.17341	0.48643	0.07568	0.14068	0.57553	0.504	1.17931	0.50956	0.29236	0.21574	0.18732	2.96709	4.0398	0.04732	0.33973	0.0407	0.10199	0.05678	0.32488	0.20601	1.16099	0.40521	0.36909
SLC26A8	0	0.02201	0.21186	0.02344	0	0	0.03824	0.11007	0.0226	0.04921	0.01878	0.01947	0.04784	0.01419	0.02697	0.02265	0.20519	0.01423	0.09284	0	0	0.01933	0.0585	0	0.04579
SLC26A9	0	0.04111	0.06207	0.0827	0	0.07985	0	0	0	0.21427	0.03529	0.02315	0	0.21964	0.00213	0	0.02107	0.01895	0.01509	0	0	0.02411	0.10771	0	0.0432
SLC27A1	3.03626	3.64106	2.69095	2.31441	3.25223	3.21521	3.92501	3.80185	3.17238	3.1332	3.47683	3.08642	2.64218	1.38991	2.40935	2.62991	3.61459	3.08078	3.81494	4.12525	2.46015	4.3685	2.11513	2.81413	2.78294
SLC27A2	1.02908	0.28596	0.18342	0.1473	1.26664	0.4209	0.1452	0	0.26106	0.25701	0.12973	0.74812	0	1.51465	0.23235	0.67609	0.14484	0.46022	1.85556	0.24043	0.63963	0.2783	1.15619	0.36355	0.16105
SLC27A3	2.75375	2.12896	3.38551	3.79602	2.13724	3.21793	1.68349	4.3651	1.89139	3.4566	2.40874	4.5869	2.83812	2.66539	0.89832	4.32928	3.07014	2.85259	3.40167	1.88221	3.26979	3.35514	2.91058	4.31621	1.96965
SLC27A4	2.18915	1.8626	2.99551	3.30238	2.44192	3.50151	3.63294	3.11073	2.29828	3.43055	2.99551	3.54715	3.37491	2.05107	2.42079	3.63693	3.41846	2.98275	3.88659	2.76185	2.60618	3.46264	2.26245	3.20525	2.6448
SLC27A5	0.93102	1.11058	1.48405	3.25596	2.5228	1.50805	3.47716	2.30587	3.25315	1.28996	2.85892	1.78583	1.18344	0.84767	1.26463	3.39587	1.39725	1.84695	1.44945	1.2521	1.33853	2.05141	1.02411	1.66499	2.10925
SLC27A6	0	0	0	0	0	0	0	0	0	0.12515	0	0	0.05478	0.00334	0.0079	0	0.03771	0	0	0	0	0.02265	0.30892	0	0
SLC28A1	0.272	0.04667	0	0.0258	0.0939	0.23293	0	0.06123	0	0.04575	0.03261	0	0	0.1177	0.01449	0	0.02386	0.0062	0.01882	0.24726	0.04222	0.0549	0.18367	0	0.38717
SLC28A2	0	0.02107	0	0.10195	0	0	0.0935	0.03343	0	0	0.01908	0	0.02931	0.00396	0.00258	0.06297	0	0.00475	0	0.00675	0.11802	0	0.01334	0	0.02181
SLC28A3	0.13817	0.60855	0.61548	0.06708	0.11615	0.06761	0.02679	0.05594	1.26141	0.21953	0.25158	0.13145	0.0519	0.05702	0.00717	0.02267	0.22008	0.1854	0.38223	0.19831	0.03007	0.12321	0.10591	0.06108	0.02279
SLC29A1	4.44014	4.80775	6.76624	4.22439	4.70333	5.169	4.98861	6.92447	4.76942	5.63839	6.33475	3.84181	4.07062	4.30643	5.81962	4.23095	8.04262	4.93562	5.83438	4.34683	5.41411	4.88563	5.39034	6.4495	5.85087
SLC29A2	0.85236	0.50743	0.21151	0.19437	1.12185	0.15745	0.38894	0.59691	0.27614	0.33656	1.73366	0.26558	0.61819	0.5383	1.05082	1.64213	0.86003	0.33608	3.57276	0.39944	0.41981	1.89643	0.75323	2.25663	1.52365
SLC29A3	3.44162	1.34275	1.60369	2.44931	2.64509	1.7765	1.71604	1.34479	1.99261	3.70847	3.15704	2.27761	1.23728	2.67494	2.5651	3.11618	1.69016	4.75794	3.8964	2.89275	2.19611	2.19022	2.98991	2.23861	1.59003
SLC29A4	0.24595	0.12104	0.21879	0.36779	0.1678	0.41367	0.17376	0.40942	0.187	0.48919	0.17873	0.10674	0.37362	0.13076	0.98054	0.17437	0.4235	0.78318	0.24254	0.46718	0.23815	0.21306	1.85121	0.25406	0.24192
SLC2A1	2.46183	2.24501	3.91651	3.3204	5.13229	4.21364	3.47368	3.29067	4.43398	2.24471	4.70213	3.58009	4.37584	3.16521	3.72027	4.19708	4.05065	2.58189	2.85407	3.61631	3.38154	5.01335	3.54153	5.47154	2.47414
SLC2A10	0.99602	2.6344	0.17088	1.29369	3.25126	1.40426	0.11848	0.76668	0.21517	2.12461	2.08506	1.48405	2.3858	0.93553	4.53927	3.56774	3.51139	2.04647	1.50188	1.98596	1.01404	1.18801	1.12953	1.15067	0.96749
SLC2A11	2.14438	1.435	2.09032	1.77006	2.20723	2.15324	1.74217	1.73958	2.0967	0.8314	1.62372	1.61485	1.23195	1.63561	1.56365	3.21761	1.95844	1.09072	1.28786	1.3324	1.43607	2.53048	1.45185	3.30663	1.91134
SLC2A12	0.08079	0.58663	0.64223	0.23482	0.39117	0.35837	0.33857	0.47492	0.37399	0.44998	0.09783	0.31204	2.49044	0.57329	0.22508	0.22999	0.48208	0.1305	0.4247	0.31874	0.59895	0.34179	0.24889	0.26558	0.35121
SLC2A13	1.34102	2.16705	1.25387	1.07801	2.40904	0.48555	2.4505	2.64346	1.4422	1.23337	2.08193	1.87407	3.22006	0.98501	1.03616	1.67472	3.50825	0.40163	1.19185	2.46015	2.29265	1.8702	0.56129	1.1744	2.20386
SLC2A14	0.05823	0.32386	0.80386	0.01727	0.50452	0.07056	0	0	0.03149	0.03128	0.20496	0.01637	0.82969	0.02857	0.02251	0.01531	0.04106	0.0916	0	0.55182	0.02697	0.87103	0.04394	0.03056	0.01526
SLC2A2	0	0.01595	0	0	0	0	0	0	0.01523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A3	5.0565	3.88067	4.37847	4.21286	5.55093	3.92257	4.22689	3.19736	4.39912	4.33683	4.93562	4.11227	4.96369	5.19395	2.51655	2.53781	5.62285	3.34769	3.80333	5.0565	3.41823	6.11831	7.14755	5.51354	2.48106
SLC2A4	0.28993	0.04664	1.20145	1.03471	0.11418	0.15064	0.44484	0.16761	0.44405	0.29182	0.65096	0.15589	0.22924	0.46512	0.40071	1.05449	0.34976	0.07955	0.24155	0.15958	0.22959	0.32253	2.1964	0.66253	1.40744
SLC2A4RG	3.21521	2.68186	2.95306	3.4556	3.95674	2.97735	3.21186	2.71511	2.91466	4.27453	4.20826	3.31599	3.90817	2.68924	2.61098	2.9608	2.32422	3.89855	3.98071	3.32999	2.71786	2.88317	3.82503	3.37979	3.14519
SLC2A5	4.25614	1.0988	0.40883	0.99126	4.18145	2.25893	0.78008	0.21633	1.35692	3.81797	2.46269	2.91914	0.64692	2.53781	3.78835	2.8093	1.84386	3.08548	3.54116	1.80936	2.85011	1.55372	3.19151	3.12786	1.67587
SLC2A6	1.57311	0.78696	0.11418	2.09556	2.15074	1.77272	0.64406	1.29983	1.50029	1.56293	0.98054	2.43978	0.63849	1.83884	0.85144	2.08574	0.76225	1.22431	2.56176	0.73235	0.59848	0.98864	2.1267	1.89992	0.39616
SLC2A7	0	0	0	0	0	0	0	0	0	0.1114	0	0	0	0	0	0	0	0.01376	0	0	0	0	0	0	0
SLC2A8	2.36245	1.28531	2.81413	3.02765	2.30016	2.36889	1.33211	2.33365	2.73034	3.06534	2.25965	2.84945	2.49592	2.12461	2.2004	4.08798	1.97667	3.30625	3.02161	3.10366	2.59826	1.62411	2.10965	1.85054	2.7609
SLC2A9	1.32745	1.26214	0.36166	1.71143	1.74422	0.96681	0.58913	0.32112	0.45511	2.73015	1.58821	1.65532	0.74628	1.08085	1.45654	1.96364	0.53901	2.6344	1.87791	2.01562	1.0988	0.44853	1.57872	0.96514	2.14228
SLC30A1	2.48134	2.08123	2.18209	1.973	2.47918	1.15762	2.75838	4.64944	3.36343	3.04626	1.65655	2.40844	3.09657	2.52237	2.00329	2.0718	2.13624	1.74498	2.46621	2.05678	2.3656	3.74377	2.28944	2.83787	2.10784
SLC30A10	0.13896	0.10195	0.07827	0	0	0	0.65979	3.86455	1.59868	0	0	0.05999	0.23627	0.01674	0.03564	0.13637	0.02736	0.1175	0	0	0.10195	0.95411	0.0238	0.78722	0.22849
SLC30A2	0.20583	0.20738	0.53141	0.12946	0.84166	0	0	0.13591	0.02272	0.01217	0.67985	0.11209	0.47575	0.22889	0.0094	0.10415	1.26327	0	1.16032	0.02079	0.05644	0.12468	0.00327	0.73208	1.95779
SLC30A3	0.07911	0.07615	0.07321	0.07646	0	0.08746	1.11957	1.91827	0.60927	0.03529	0.0227	0.02801	0.03608	0.07593	0.44351	0.07626	0.04846	0.0405	0.06507	0.12637	0.0439	0.3921	0.18127	0.06419	0.02679
